date.x,GDP,qtr,ex_rate,gdp_usd,date1,date.y,1. 经常账户,贷方,借方,1.A 货物和服务,贷方.1,借方.1,1.A.a 货物,贷方.2,借方.2,1.A.b 服务,贷方.3,借方.3,1.A.b.1 加工服务,贷方.4,借方.4,1.A.b.2 维护和维修服务,贷方.5,借方.5,1.A.b.3 运输,贷方.6,借方.6,1.A.b.4 旅行,贷方.7,借方.7,1.A.b.5 建设,贷方.8,借方.8,1.A.b.6 保险和养老金服务,贷方.9,借方.9,1.A.b.7 金融服务,贷方.10,借方.10,1.A.b.8 知识产权使用费,贷方.11,借方.11,1.A.b.9 电信、计算机和信息服务,贷方.12,借方.12,1.A.b.10 其他商业服务,贷方.13,借方.13,1.A.b.11 个人、文化和娱乐服务,贷方.14,借方.14,1.A.b.12 别处未提及的政府货物和服务,贷方.15,借方.15,1.B 初次收入,贷方.16,借方.16,1.B.1 雇员报酬,贷方.17,借方.17,1.B.2 投资收益,贷方.18,借方.18,1.B.3 其他初次收入,贷方.19,借方.19,1.C 二次收入,贷方.20,借方.20,1.C.1个人转移,贷方.21,借方.21,1.C.2 其他二次收入,贷方.22,借方.22,2. 资本和金融账户,2.1 资本账户,贷方.23,借方.23,2.2 金融账户,资产,负债,2.2.1 非储备性质的金融账户,资产.1,负债.1,2.2.1.1 直接投资,2.2.1.1.1 资产,2.2.1.1.1.1 股权,2.2.1.1.1.2 关联企业债务,2.2.1.1.1.a 金融部门,2.2.1.1.1.1.a 股权,2.2.1.1.1.2.a 关联企业债务,2.2.1.1.1.b 非金融部门,2.2.1.1.1.1.b 股权,2.2.1.1.1.2.b 关联企业债务,2.2.1.1.2负债,2.2.1.1.2.1 股权,2.2.1.1.2.2 关联企业债务,2.2.1.1.2.a 金融部门,2.2.1.1.2.1.a 股权,2.2.1.1.2.2.a 关联企业债务,2.2.1.1.2.b 非金融部门,2.2.1.1.2.1.b 股权,2.2.1.1.2.2.b 关联企业债务,2.2.1.2证券投资,2.2.1.2.1资产,2.2.1.2.1.1股权,2.2.1.2.1.2债券,2.2.1.2.2负债,2.2.1.2.2.1股权,2.2.1.2.2.2债券,2.2.1.3金融衍生工具,2.2.1.3.1资产,2.2.1.3.2负债,2.2.1.4其他投资,2.2.1.4.1资产,2.2.1.4.1.1其他股权,2.2.1.4.1.2货币和存款,2.2.1.4.1.3贷款,2.2.1.4.1.4保险和养老金,2.2.1.4.1.5贸易信贷,2.2.1.4.1.6其他,2.2.1.4.2负债,2.2.1.4.2.1其他股权,2.2.1.4.2.2货币和存款,2.2.1.4.2.3贷款,2.2.1.4.2.4保险和养老金,2.2.1.4.2.5贸易信贷,2.2.1.4.2.6其他,2.2.1.4.2.7特别提款权,2.2.2 储备资产,2.2.2.1 货币黄金,2.2.2.2 特别提款权,2.2.2.3 在国际货币基金组织的储备头寸,2.2.2.4 外汇储备,2.2.2.5 其他储备资产,3.净误差与遗漏
1998-03-31,18049.1,1998,8.2789,2180.13262631509,1998-03-31,1998Q1,866.89686524,3583.94187570166,-2717.04501046166,933.13634414,3491.98813340166,-2558.85178926166,991.798521318115,3012.91588621978,-2021.11736490166,-58.662177178115,479.072247181885,-537.73442436,0.135959324571,0.135959324571,0,0,0,0,-112.16916032,44.7391756,-156.90833592,115.34411847,232.74719937,-117.4030809,-14.1817557,12.35046302,-26.53221872,-10.09611855,20.36195455,-30.4580731,-3.40180001,0.59773658,-3.99953659,-8.21929192,1.00257479,-9.22186671,2.6906425,12.75530123,-10.06465873,-25.003666702686,153.145015057314,-178.14868176,0.01324624,0.8196111,-0.80636486,-3.77435051,0.41725656,-4.19160707,-146.78820856,4.79845044,-151.586659,1.60859027,1.60859027,0,-148.39679883,3.18986017,-151.586659,0,0,0,80.54872966,87.15529186,-6.6065622,-,-,-,-,-,-,-448.97964902,-0.43464225,0,-0.43464225,-448.54500677,-909.56548795,461.02048118,-344.47923377,-805.49971495,461.02048118,721.29585094,-19.04229789,-19.04229789,0,-,-,-,-,-,-,740.33814883,712.0764265055,28.2617223245,-,-,-,-,-,-,-17.48420891,-23.19664991,0,-23.19664991,5.712441,5.712441,0,0,0,0,-1048.2908758,-763.26076715,0,322.27605186,-19.30887847,0,-1143.52057883,77.29263829,-285.03010865,0,-62.91964,-158.20232799,0,13.58650279,-77.49464345,0,-104.065773,0,-1.986936,-41.891234,-60.187603,0,-417.91721622
1998-06-30,20296.6,1998.25,8.27896666666667,2451.58614802975,1998-06-30,1998Q2,360.904000423998,4051.68044892587,-3690.77644850187,1083.08215387167,3967.99566038321,-2884.91350651154,1116.33365062696,3491.42400195283,-2375.09035132587,-33.2514967552938,476.571658430373,-509.823155185667,1.422395105967,1.422395105967,0,0,0,0,-142.320487169667,36.7436270703333,-179.06411424,142.462057499667,260.925708743333,-118.463651243667,-12.358344702,8.48743104733334,-20.8457757493333,-39.0990758766667,1.44385178666667,-40.5429276633333,-4.071264648,0.242159775,-4.313424423,-6.30203221633333,0.936268340333334,-7.23830055666667,-6.54088040466667,6.28042411333333,-12.821304518,41.0115935087393,159.438154981739,-118.426561473,-0.908947750333333,0.143805651,-1.05275340133333,-6.546510102,0.507831815333334,-7.05434191733334,-781.144100055,16.9478726633333,-798.091972718333,1.699340698,1.699340698,0,-782.843440753,15.2485319653333,-798.091972718333,0,0,0,58.9659466073334,66.7369158793334,-7.770969272,-,-,-,-,-,-,-149.146577976,-0.447229779333333,0,-0.447229779333333,-148.699348196667,-1171.964146529,1023.26479833233,-153.83230753,-1177.09710586233,1023.26479833233,808.076075359667,-104.421199142333,-38.189465809,-66.2317333333333,-,-,-,-,-,-,912.497274502,866.691316660034,45.8059578419667,-,-,-,-,-,-,-84.000631121,-93.627910299,0,-93.627910299,9.627279178,45.8654753333333,-36.2381961553333,0,0,0,-877.907751768667,-979.047996421,0,68.2822677973334,-39.857760382,0,-951.242424553667,-56.2300792826667,101.140244652333,0,76.99439,360.489306983667,0,-489.833838538,153.490386206667,0,5.13295933333333,0,3.973904,-7.69943900000001,8.85849433333334,0,-211.757422447998
1998-09-30,21775.6,1998.5,8.2793,2630.12573526748,1998-09-30,1998Q3,434.914361169,4041.19237761899,-3606.27801644999,903.102649487,3943.39463664299,-3040.29198715599,1173.04446489274,3481.98513192017,-2308.94066702743,-269.941815405742,461.409504722823,-731.351320128565,62.822450131856,62.870155872421,-0.047705740565,0,0,0,-148.749463899,48.628716929,-197.378180828,-69.7362955210001,263.861291,-333.597586521,-11.512201064,10.345647694,-21.857848758,-30.627366111,3.064334516,-33.691700627,-1.521486961,0.996993306,-2.518480267,-6.253520876,1.444903436,-7.698424312,-9.444031924,3.808146828,-13.252178752,-52.869530536598,66.014925195402,-118.884455732,-0.681965941,0.118559576,-0.800525517,-1.368402704,0.25583037,-1.624233074,-548.238439021,9.651511182,-557.889950203,-7.156709713,2.169011014,-9.325720727,-541.081729308,7.482500168,-548.564229476,0,0,0,80.050150703,88.146229794,-8.096079091,-,-,-,-,-,-,150.177643149,0,0,0,150.177643149,-221.770737281,371.94838043,237.855430149,-134.092950281,371.94838043,892.4340263,22.083873648,22.083873648,0,-,-,-,-,-,-,870.350152652,565.9323297542,304.4178228978,-,-,-,-,-,-,-49.389170634,-14.730447767,0,-14.730447767,-34.658722867,3.146134,-37.804856867,0,0,0,-605.189425517,-141.446376162,0,-208.17057955,-120.972329606,0,314.550146148,-126.853613154,-463.743049355,0,-1.076309,11.354314813,0,-511.583411338,37.56235617,0,-87.677787,0,-3.974064,-34.276302,-49.427421,0,-585.092004318
1998-12-31,25074.2,1998.75,8.2783,3028.90690117536,1998-12-31,1998Q4,942.72853901984,4797.67757522189,-3854.94903620205,709.875440440843,4222.99434676989,-3513.11890632905,496.258721199416,3566.03195287475,-3069.77323167534,213.616719241427,656.962393895136,-443.345674653709,63.434345059715,63.488484562234,-0.054139502519,0,0,0,33.7953716558401,60.36953669103,-26.57416503519,93.097430668,285.74539242,-192.647961752,-5.462519038,18.002405095,-23.464924133,-33.904936612,6.95468261300001,-40.859619225,-2.303271409,0.395288825,-2.698560234,-8.778143754,1.805911145,-10.584054899,47.396413254,56.001374972,-8.604961718,30.643930794872,163.814956102872,-133.171025308,-0.381298498,0.189904202,-0.5712027,-3.92060288,0.194457267,-4.115060147,98.215075728,430.876905568,-332.66182984,-5.042395313,2.514368059,-7.556763372,103.257471041,428.362537509,-325.105066468,0,0,0,134.638022851,143.806322884,-9.168300033,-,-,-,-,-,-,-606.31510945,-2.995254506,0,-2.995254506,-603.319854944,-1664.725649113,1061.405794169,-257.949178944,-1319.354973113,1061.405794169,982.297117624,-116.66194275,-25.60064275,-91.0613,-,-,-,-,-,-,1098.959060374,751.9926013179,346.9664590561,-,-,-,-,-,-,-157.105411834,-185.515709604,0,-185.515709604,28.41029777,8.609432,19.80086577,0,0,0,-1083.140884734,-1017.177320759,0,-129.527745478,63.284126614,0,-48.7370011560002,-902.196700739,-65.9635639750002,0,-450.72363312,-484.089404053,0,987.730497046,-118.881023848,0,-345.370676,0,-4.13915,-22.35141,-318.880116,0,-336.413429569843
1999-03-31,19361.9,1999,8.27893333333333,2338.69500096631,1999-03-31,1999Q1,95.4811037119992,3339.11626347022,-3243.63515975822,345.745558970666,3151.06227974755,-2805.31672077689,445.662285091109,2704.16681210261,-2258.5045270115,-99.9167261204427,446.895467644944,-546.812193765387,55.8335112048213,56.695337402208,-0.861826197386667,0,0,0,-80.0990939466667,5.123583472,-85.2226774186667,50.7073904053333,264.969745013333,-214.262354608,-24.1402105493333,11.6409253706667,-35.78113592,-23.444200624,7.26592305066667,-30.7101236746667,2.773277088,4.09889989333333,-1.32562280533333,-9.67724517333333,1.93039888533333,-11.6076440586667,-1.114675584,5.097008096,-6.21168368,-29.655790669264,89.6975345200693,-119.353325189333,-0.629364512,0.0905715306666667,-0.719936042666667,-40.47032376,0.285540410666667,-40.7558641706667,-318.873217632,112.969439696,-431.842657328,-6.47040034666667,2.63824768533333,-9.108648032,-312.402817285333,110.331192010667,-422.734009296,0,0,0,68.6087623733333,75.0845440266667,-6.47578165333333,-,-,-,-,-,-,46.2014153600001,-0.542435712,0,-0.542435712,46.7438510720001,-441.333046976,488.076898048,155.119227872,-332.957670176,488.076898048,503.024594970667,-82.9169944853333,-0.550217909333333,-82.366776576,-,-,-,-,-,-,585.941589456,558.455365210667,27.4862242453333,-,-,-,-,-,-,-293.883340154667,-261.342992688,0,-261.342992688,-32.5403474666667,0,-32.5403474666667,0,0,0,-54.0220269439998,11.3023169973335,0,369.081305568,168.954318944,0,-382.084943365333,-144.648364149333,-65.3243439413333,0,-88.2885320106667,18.9612410133333,0,50.6597037493333,-46.6567566933333,0,-108.3753768,0,-0.662314666666667,30.2181066666667,-137.9311688,0,-141.682519071999
1999-06-30,21567.7,1999.25,8.2787,2605.20371555921,1999-06-30,1999Q2,41.6961692719996,4006.26285762467,-3964.56668835267,287.569502709,3784.70224477367,-3497.13274206467,377.882487244322,3252.14710514994,-2874.26461790562,-90.312984535322,532.555139623728,-622.86812415905,75.284512981675,76.081515848725,-0.79700286705,0,0,0,-138.736607062,60.796703125,-199.533310187,100.169206881,307.34425389,-207.175047009,-17.966683101,15.451779615,-33.418462716,-37.121359652,1.694815464,-38.816175116,0.091562422,1.476506145,-1.384943723,-11.314830438,1.227648423,-12.542478861,11.753435964,22.173007784,-10.41957182,-69.271925471997,45.954084247003,-115.226009719,-0.697480475,0.126995258,-0.824475733,-2.50281658400001,0.227829824,-2.73064640800001,-344.685164666,115.192977706,-459.878142372,-5.944851683,2.408191043,-8.353042726,-338.740312983,112.784786663,-451.525099646,0,0,0,98.811831229,106.367635145,-7.555803916,-,-,-,-,-,-,454.85578623,-0.328829964,0,-0.328829964,455.184616194,-439.048850385,894.233466579,461.098919474,-433.134547105,894.233466579,894.019793332,-10.116985335,-8.960202584,-1.156782751,-,-,-,-,-,-,904.136778667,571.063401408,333.073377259,-,-,-,-,-,-,18.251553168,-30.294495271,0,-30.294495271,48.546048439,22.983409727,25.562638712,0,0,0,-451.172427026,-392.723066499,0,300.060736417,-74.176241343,0,-428.129990168,-190.477571405,-58.4493605269999,0,-227.477896463,-171.221977501,0,429.551774106,-89.301260669,0,-5.91430328,0,-1.490166,30.796764,-35.22090128,0,-496.551955502
1999-09-30,23050.8,1999.5,8.2774,2784.78749365743,1999-09-30,1999Q3,832.443880872,4845.94235052201,-4013.49846965001,936.09985727,4484.93960767802,-3548.83975040801,1034.43353061114,3896.39310910354,-2861.9595784924,-98.333673341138,588.546498574478,-686.880171915616,85.309579686988,86.808367180604,-1.498787493616,0,0,0,-111.05084001,61.76347558,-172.81431559,34.01349208,281.01773,-247.00423792,9.961519804,39.331224936,-29.369705132,-35.105860558,4.990610008,-40.096470566,-1.051395348,0.338462886,-1.389858234,-17.820993878,1.432900714,-19.253894592,15.267581526,23.693974726,-8.4263932,-75.534283752126,87.318180937874,-162.85246469,-0.383491941999999,0.187814206,-0.571306147999999,-1.93898094999999,1.6637574,-3.60273834999999,-335.909556422,117.984983538,-453.89453996,-14.655053926,2.891213046,-17.546266972,-321.254502496,115.093770492,-436.348272988,0,0,0,232.253580024,243.017759306,-10.764179282,-,-,-,-,-,-,-498.251057210001,-0.518330788,0,-0.518330788,-497.732726422001,-1678.259735896,1180.527009474,-146.952241482001,-1327.479250956,1180.527009474,824.802930158,-3.089622324,-2.243009852,-0.846612472,-,-,-,-,-,-,827.892552482,593.570864068,234.321688414,-,-,-,-,-,-,-48.6462798,-50.26906407,0,-50.26906407,1.62278427,16.337849346,-14.715065076,0,0,0,-923.10889184,-1274.120564562,0,-242.422448698,-147.926160366,0,-791.621813422,-92.150142076,351.011672722,0,83.34845156,38.296798258,0,299.529059038,-70.162636134,0,-350.78048494,0,-2.317672,20.776274,-369.23908694,0,-334.192823662001
1999-12-31,26583.9,1999.75,8.27873333333333,3211.10717420539,1999-12-31,1999Q4,778.23010482329,5391.71694032914,-4613.48683550584,967.124473117961,5028.42774287447,-4061.30326975651,867.506160077732,4165.03325772838,-3297.52709765065,99.6183130402287,863.394485146091,-763.776172105862,91.5503549329647,93.7751976241327,-2.224842691168,0,0,0,-123.58595445144,72.6613662313333,-196.247320682773,82.8370057333333,313.801247633333,-230.9642419,-13.7687753433333,15.1343524066667,-28.90312775,-46.4820319861933,2.930174876,-49.4122068621933,-6.45832266066667,3.25461843533333,-9.712941096,-20.54947188,1.57999625666667,-22.1294681366667,10.344525662,19.8139892106667,-9.46946354866667,125.949872742897,335.584422729291,-209.634549986394,-0.549790680666668,0.145540132,-0.695330812666667,0.330900971333331,4.71357961066667,-4.38267863933333,-198.440327339333,343.456498306667,-541.896825646,-4.13663468466668,4.12016000533333,-8.25679469000001,-194.303692654667,339.336338301333,-533.640030956,0,0,0,9.54595904466667,19.832699148,-10.2867401033333,-,-,-,-,-,-,-278.061119681268,-0.723478506,0,-0.723478506,-277.337641175268,-1183.894341039,906.556699863733,-38.3289540952672,-944.885653959,906.556699863733,839.349727416667,-50.7685042933333,-10.9725503726667,-39.7959539206667,-,-,-,-,-,-,890.11823171,675.130902022933,214.987329687067,-,-,-,-,-,-,-605.7190545272,-530.244674054,0,-530.244674054,-75.4743804732,11.3418646666667,-86.8162451398667,0,0,0,-271.959626984733,-363.872475611667,0,506.390497402,-231.30946508,0,-293.721759444667,-345.231748489,91.9128486269333,0,-93.1067744333333,68.6541778210667,0,318.524182212667,-202.158736973467,0,-239.00868708,0,1.07623533333333,21.855856,-261.940778413333,0,-500.168985142023
2000-03-31,21329.9,2000,8.27833333333333,2576.59351721361,2000-03-31,2000Q1,302.343529496127,4622.47630848161,-4320.13277898548,441.906166975002,4349.30392859382,-3907.39776161882,511.152030883202,3723.55367380247,-3212.40164291927,-69.2458639082001,625.75025479135,-694.99611869955,82.9977639386834,83.0902883040667,-0.0925243653833333,0,0,0,-112.044768100667,63.4713062,-175.516074300667,24.898205075,298.599483333333,-273.701278258333,-2.1000476,21.5577734,-23.657821,-39.1539114751667,2.6002245,-41.7541359751667,-0.6779955,0.17707355,-0.85506905,-23.2586397666667,1.31145356666667,-24.5700933333333,9.0935836,17.74882945,-8.65524585,-10.5547250793833,132.972865887283,-143.527590966667,-0.274095616666667,0.2463632,-0.520458816666667,1.82876661666667,3.9745934,-2.14582678333333,-257.631787162208,145.047207571125,-402.678994733333,-7.25182,3.6929645,-10.9447845,-250.379967162208,141.354243071125,-391.734210233333,0,0,0,118.069149683333,128.125172316667,-10.0560226333333,-,-,-,-,-,-,-313.560960904458,-2.11304458333333,0,-2.11304458333333,-311.447916321125,-1325.11940228779,1013.67148596667,-142.511967987792,-1156.18345395446,1013.67148596667,541.41864605,-8.20531843333334,-10.4797905166667,2.27447208333333,-,-,-,-,-,-,549.623964483333,515.75505111,33.8689133733333,-,-,-,-,-,-,24.2498874,30.0447207333333,0,30.0447207333333,-5.79483333333334,0,-5.79483333333334,0,0,0,-708.180501437792,-1178.02285625446,0,-674.317602066667,-234.62990425,0,-390.1995728,121.124222862208,469.842354816667,0,-0.21283595,53.5681016,0,478.67748885,-62.1903996833334,0,-168.935948333333,0,0,8.60946666666667,-177.545415,0,11.2174314083321
2000-06-30,24043.4,2000.25,8.27846666666667,2904.33010944056,2000-06-30,2000Q2,219.853542824524,5489.74285349432,-5269.8893106698,610.730350979384,5190.23916089005,-4579.50880991066,698.728669879948,4536.23740976552,-3837.50873988557,-87.9983189005645,654.001751124529,-742.000070025093,95.5756209562993,95.6721288371593,-0.09650788086,0,0,0,-144.75589059648,68.8495237266667,-213.605414323147,71.8296806635333,351.006986666667,-279.177306003133,-4.72427257266667,12.736338182,-17.4606107546667,-49.01130340362,4.02126518333333,-53.0325685869533,-0.549359048,0.466657166,-1.016016214,-16.1678454,1.358993088,-17.526838488,10.0902090966667,17.933393986,-7.84318488933333,-51.1509206402971,95.8770067227029,-147.027927363,-0.554574482,0.295458475333333,-0.850032957333333,1.420336526,5.78399909066667,-4.36366256466667,-510.59933081086,171.05831519094,-681.6576460018,-7.39225681,3.81736654933333,-11.2096233593333,-503.20707400086,167.240948641607,-670.448022642467,0,0,0,119.722522656,128.445377413333,-8.72285475733334,-,-,-,-,-,-,103.875862722193,0.655406206,0.655406206,0,103.220456516193,-1687.43291906761,1790.6533755838,213.066602869527,-1577.58677271427,1790.6533755838,816.992272312,11.601112048,-15.6836378846667,27.2847499326667,-,-,-,-,-,-,805.391160264,767.288052142067,38.1031081219333,-,-,-,-,-,-,276.210378056,-9.61196207733333,0,-9.61196207733333,285.822340133333,270.126367333333,15.6959728,0,0,0,-880.136047498473,-1579.57592268494,0,-381.373478600667,-182.803610809333,0,-691.404538807333,-323.994294467607,699.439875186467,0,-3.22828741826667,-1.46979208586661,0,793.061046441333,-88.9230917507334,0,-109.846146353333,0,-4.55315666666667,39.4055013333333,-144.69849102,0,-323.729405546717
